company,company_github_org,platform,target_type,target,target_name,target_url,oc_total_donated_usd,matched_catalogue_project,matched_repo_url,matched_tier
Nx Cloud,nrwl,github_sponsors,Organization,vitejs,Vite,https://github.com/vitejs,,vite,https://github.com/vitejs/vite,A
OpenAI,openai,github_sponsors,User,zkat,Kat Marchán,https://github.com/zkat,,miette,https://github.com/zkat/miette,B
OpenAI,openai,github_sponsors,User,nedbat,Ned Batchelder,https://github.com/nedbat,,coveragepy,https://github.com/nedbat/coveragepy,B
OpenAI,openai,github_sponsors,User,ehuss,Eric Huss,https://github.com/ehuss,,,,
OpenAI,openai,github_sponsors,User,seanmonstar,Sean McArthur,https://github.com/seanmonstar,,reqwest,https://github.com/seanmonstar/reqwest,B
OpenAI,openai,github_sponsors,User,brettcannon,Brett Cannon,https://github.com/brettcannon,,python-launcher,https://github.com/brettcannon/python-launcher,B
OpenAI,openai,github_sponsors,User,Byron,Sebastian Thiel,https://github.com/Byron,,gitoxide,https://github.com/byron/gitoxide,B
OpenAI,openai,github_sponsors,User,dhardy,Diggory Hardy,https://github.com/dhardy,,,,
OpenAI,openai,github_sponsors,User,sunshowers,Rain,https://github.com/sunshowers,,,,
OpenAI,openai,github_sponsors,User,RReverser,Ingvar Stepanyan,https://github.com/RReverser,,serde-wasm-bindgen,https://github.com/rreverser/serde-wasm-bindgen,B
OpenAI,openai,github_sponsors,User,ctz,Joe Birr-Pixton,https://github.com/ctz,,graviola,https://github.com/ctz/graviola,B
OpenAI,openai,github_sponsors,User,Swatinem,Arpad Borsos,https://github.com/Swatinem,,rust-cache,https://github.com/swatinem/rust-cache,B
OpenAI,openai,github_sponsors,User,koxudaxi,Koudai Aono,https://github.com/koxudaxi,,datamodel-code-generator,https://github.com/koxudaxi/datamodel-code-generator,B
OpenAI,openai,github_sponsors,User,gaborbernat,Bernát Gábor,https://github.com/gaborbernat,,,,
OpenAI,openai,github_sponsors,User,jplatte,Jonas Platte,https://github.com/jplatte,,eyeball,https://github.com/jplatte/eyeball,B
OpenAI,openai,github_sponsors,User,sirosen,Stephen Rosen,https://github.com/sirosen,,,,
OpenAI,openai,github_sponsors,User,hugovk,Hugo van Kemenade,https://github.com/hugovk,,em-keyboard,https://github.com/hugovk/em-keyboard,B
OpenAI,openai,github_sponsors,User,ZacSweers,Zac Sweers,https://github.com/ZacSweers,,MoshiX,https://github.com/zacsweers/moshix,B
OpenAI,openai,github_sponsors,User,eifinger,Kevin Stillhammer,https://github.com/eifinger,,,,
OpenAI,openai,github_sponsors,User,messense,messense,https://github.com/messense,,aliyundrive-webdav,https://github.com/messense/aliyundrive-webdav,B
OpenAI,openai,github_sponsors,User,asottile,anthony sottile,https://github.com/asottile,,pyupgrade,https://github.com/asottile/pyupgrade,B
OpenAI,openai,github_sponsors,User,dtolnay,David Tolnay,https://github.com/dtolnay,,cxx,https://github.com/dtolnay/cxx,B
OpenAI,openai,github_sponsors,User,HerringtonDarkholme,Herrington Darkholme,https://github.com/HerringtonDarkholme,,typescript-repl,https://github.com/herringtondarkholme/typescript-repl,B
OpenAI,openai,github_sponsors,User,GuillaumeGomez,Guillaume Gomez,https://github.com/GuillaumeGomez,,sysinfo,https://github.com/guillaumegomez/sysinfo,B
OpenAI,openai,github_sponsors,User,jhpratt,Jacob Pratt,https://github.com/jhpratt,,deranged,https://github.com/jhpratt/deranged,B
OpenAI,openai,github_sponsors,User,Pierre-Sassoulas,Pierre Sassoulas,https://github.com/Pierre-Sassoulas,,django-zxcvbn-password-validator,https://github.com/pierre-sassoulas/django-zxcvbn-password-validator,B
OpenAI,openai,github_sponsors,Organization,aio-libs,aio-libs,https://github.com/aio-libs,,aiohttp,https://github.com/aio-libs/aiohttp,A
OpenAI,openai,github_sponsors,User,ofek,Ofek Lev,https://github.com/ofek,,pyapp,https://github.com/ofek/pyapp,B
OpenAI,openai,github_sponsors,User,nvzqz,Nikolai Vazquez,https://github.com/nvzqz,,divan,https://github.com/nvzqz/divan,B
OpenAI,openai,github_sponsors,User,richfelker,Rich Felker,https://github.com/richfelker,,,,
OpenAI,openai,github_sponsors,Organization,tqdm,tqdm developers,https://github.com/tqdm,,tqdm,https://github.com/tqdm/tqdm,B
OpenAI,openai,github_sponsors,User,weihanglo,Weihang Lo,https://github.com/weihanglo,,,,
OpenAI,openai,github_sponsors,Organization,tree-sitter,tree-sitter,https://github.com/tree-sitter,,tree-sitter,https://github.com/tree-sitter/tree-sitter,B
OpenAI,openai,github_sponsors,Organization,encode,Encode,https://github.com/encode,,django-rest-framework,https://github.com/encode/django-rest-framework,A
OpenAI,openai,github_sponsors,Organization,tokio-rs,Tokio,https://github.com/tokio-rs,,tokio,https://github.com/tokio-rs/tokio,A
OpenAI,openai,github_sponsors,Organization,pnpm,pnpm,https://github.com/pnpm,,pnpm,https://github.com/pnpm/pnpm,A
OpenAI,openai,github_sponsors,User,jyn514,jyn,https://github.com/jyn514,,,,
OpenAI,openai,github_sponsors,Organization,prettier,Prettier,https://github.com/prettier,,prettier,https://github.com/prettier/prettier,A
OpenAI,openai,github_sponsors,Organization,python-trio,python-trio,https://github.com/python-trio,,trio,https://github.com/python-trio/trio,B
OpenAI,openai,github_sponsors,User,lcnr,lcnr,https://github.com/lcnr,,,,
OpenAI,openai,github_sponsors,User,NobodyXu,Jiahao XU,https://github.com/NobodyXu,,,,
OpenAI,openai,github_sponsors,Organization,telepresenceio,Telepresence,https://github.com/telepresenceio,,telepresence,https://github.com/telepresenceio/telepresence,B
OpenAI,openai,github_sponsors,Organization,clap-rs,clap-rs,https://github.com/clap-rs,,clap,https://github.com/clap-rs/clap,A
OpenAI,openai,github_sponsors,User,taiki-e,Taiki Endo,https://github.com/taiki-e,,cargo-llvm-cov,https://github.com/taiki-e/cargo-llvm-cov,B
OpenAI,openai,github_sponsors,Organization,rust-analyzer,rust-analyzer,https://github.com/rust-analyzer,,rowan,https://github.com/rust-analyzer/rowan,B
OpenAI,openai,github_sponsors,User,15r10nk,Frank Hoffmann,https://github.com/15r10nk,,inline-snapshot,https://github.com/15r10nk/inline-snapshot,B
OpenAI,openai,github_sponsors,User,ichard26,Richard Si,https://github.com/ichard26,,,,
OpenAI,openai,github_sponsors,Organization,rkyv,rkyv,https://github.com/rkyv,,rkyv,https://github.com/rkyv/rkyv,B
OpenAI,openai,github_sponsors,User,karpetrosyan,Kar Petrosyan,https://github.com/karpetrosyan,,hishel,https://github.com/karpetrosyan/hishel,B
OpenAI,openai,github_sponsors,Organization,pydantic,Pydantic,https://github.com/pydantic,,pydantic,https://github.com/pydantic/pydantic,A
OpenAI,openai,github_sponsors,Organization,python-websockets,python-websockets,https://github.com/python-websockets,,websockets,https://github.com/python-websockets/websockets,B
OpenPanel,Openpanel-dev,github_sponsors,User,uixmat,Matt,https://github.com/uixmat,,,,
PostHog,PostHog,github_sponsors,Organization,django,Django,https://github.com/django,,django,https://github.com/django/django,A
PostHog,PostHog,github_sponsors,User,fregante,,https://github.com/fregante,,chrome-webstore-upload-cli,https://github.com/fregante/chrome-webstore-upload-cli,B
PostHog,PostHog,github_sponsors,User,chrislusf,Chris Lu,https://github.com/chrislusf,,seaweedfs,https://github.com/chrislusf/seaweedfs,B
PostHog,PostHog,github_sponsors,User,ixartz,Remi Wg,https://github.com/ixartz,,Next-js-Boilerplate,https://github.com/ixartz/next-js-boilerplate,B
PostHog,PostHog,github_sponsors,Organization,eslint,ESLint,https://github.com/eslint,,eslint,https://github.com/eslint/eslint,A
PostHog,PostHog,github_sponsors,Organization,ueberdosis,Tiptap,https://github.com/ueberdosis,,tiptap,https://github.com/ueberdosis/tiptap,A
PostHog,PostHog,github_sponsors,Organization,prettier,Prettier,https://github.com/prettier,,prettier,https://github.com/prettier/prettier,A
PostHog,PostHog,github_sponsors,Organization,peripheryapp,Periphery,https://github.com/peripheryapp,,periphery,https://github.com/peripheryapp/periphery,B
PostHog,PostHog,github_sponsors,Organization,detekt,detekt,https://github.com/detekt,,detekt,https://github.com/detekt/detekt,B
Read the Docs,readthedocs,open_collective,Collective,kiwitcms,Kiwi TCMS,https://opencollective.com/kiwitcms,207,,,
Read the Docs,readthedocs,open_collective,Collective,celery,Celery,https://opencollective.com/celery,1835,celery,https://github.com/celery/celery,A
Sauce Labs,saucelabs,github_sponsors,User,danielpaulus,,https://github.com/danielpaulus,,go-ios,https://github.com/danielpaulus/go-ios,B
Screenshotbot,screenshotbot,github_sponsors,User,pedrovgs,Pedro Gómez,https://github.com/pedrovgs,,,,
Screenshotbot,screenshotbot,github_sponsors,User,Shinmera,Yukari Hafner,https://github.com/Shinmera,,,,
Screenshotbot,screenshotbot,github_sponsors,User,sergio-sastre,Sergio Sastre Flórez,https://github.com/sergio-sastre,,,,
Screenshotbot,screenshotbot,github_sponsors,Organization,plausible,Plausible Analytics,https://github.com/plausible,,analytics,https://github.com/plausible/analytics,B
Sentry,getsentry,github_sponsors,User,evanphx,Evan Phoenix,https://github.com/evanphx,,benchmark-ips,https://github.com/evanphx/benchmark-ips,B
Sentry,getsentry,github_sponsors,User,miyagawa,Tatsuhiko Miyagawa,https://github.com/miyagawa,,cpanminus,https://github.com/miyagawa/cpanminus,B
Sentry,getsentry,github_sponsors,User,nzakas,Nicholas C. Zakas,https://github.com/nzakas,,,,
Sentry,getsentry,github_sponsors,User,hildjj,Joe Hildebrand,https://github.com/hildjj,,node-cbor,https://github.com/hildjj/node-cbor,B
Sentry,getsentry,github_sponsors,User,ondrejmirtes,Ondřej Mirtes,https://github.com/ondrejmirtes,,,,
Sentry,getsentry,github_sponsors,User,ionelmc,Ionel Cristian Mărieș,https://github.com/ionelmc,,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,B
Sentry,getsentry,github_sponsors,Organization,celery,Celery,https://github.com/celery,,celery,https://github.com/celery/celery,A
Sentry,getsentry,github_sponsors,User,piotrmurach,Piotr Murach,https://github.com/piotrmurach,,tty-prompt,https://github.com/piotrmurach/tty-prompt,B
Sentry,getsentry,github_sponsors,User,adamchainz,Adam Johnson,https://github.com/adamchainz,,django-cors-headers,https://github.com/adamchainz/django-cors-headers,B
Sentry,getsentry,github_sponsors,User,donavon,Donavon West,https://github.com/donavon,,use-persisted-state,https://github.com/donavon/use-persisted-state,B
Sentry,getsentry,github_sponsors,User,blakeembrey,Blake Embrey,https://github.com/blakeembrey,,change-case,https://github.com/blakeembrey/change-case,A
Sentry,getsentry,github_sponsors,User,mholt,Matt Holt,https://github.com/mholt,,caddy,https://github.com/mholt/caddy,B
Sentry,getsentry,github_sponsors,User,fabiospampinato,Fabio Spampinato,https://github.com/fabiospampinato,,cash,https://github.com/fabiospampinato/cash,B
Sentry,getsentry,github_sponsors,User,segiddins,Samuel Giddins,https://github.com/segiddins,,cocoapods-dependencies,https://github.com/segiddins/cocoapods-dependencies,B
Sentry,getsentry,github_sponsors,User,deivid-rodriguez,David Rodríguez,https://github.com/deivid-rodriguez,,byebug,https://github.com/deivid-rodriguez/byebug,A
Sentry,getsentry,github_sponsors,Organization,twbs,Bootstrap,https://github.com/twbs,,bootstrap,https://github.com/twbs/bootstrap,A
Sentry,getsentry,github_sponsors,User,tabrindle,Trevor Brindle,https://github.com/tabrindle,,envinfo,https://github.com/tabrindle/envinfo,A
Sentry,getsentry,github_sponsors,User,akiran,Kiran Abburi,https://github.com/akiran,,react-slick,https://github.com/akiran/react-slick,A
Sentry,getsentry,github_sponsors,User,dawsbot,Dawson Botsford,https://github.com/dawsbot,,essential-eth,https://github.com/dawsbot/essential-eth,B
Sentry,getsentry,github_sponsors,User,FezVrasta,Federico Zivolo,https://github.com/FezVrasta,,floating-ui,https://github.com/fezvrasta/popper.js,B
Sentry,getsentry,github_sponsors,User,typicode,,https://github.com/typicode,,json-server,https://github.com/typicode/json-server,A
Sentry,getsentry,github_sponsors,User,pedro-psb,Pedro Brochado,https://github.com/pedro-psb,,,,
Sentry,getsentry,github_sponsors,Organization,markdown-it,Markdown it!,https://github.com/markdown-it,,markdown-it,https://github.com/markdown-it/markdown-it,B
Sentry,getsentry,github_sponsors,Organization,NaturalIntelligence,Natural Intelligence,https://github.com/NaturalIntelligence,,fast-xml-parser,https://github.com/naturalintelligence/fast-xml-parser,A
Sentry,getsentry,github_sponsors,Organization,phpstan,PHPStan,https://github.com/phpstan,,phpstan,https://github.com/phpstan/phpstan,B
Sentry,getsentry,github_sponsors,Organization,yarnpkg,Yarn,https://github.com/yarnpkg,,yarn,https://github.com/yarnpkg/yarn,A
Sentry,getsentry,github_sponsors,User,kataras,Gerasimos (Makis) Maropoulos,https://github.com/kataras,,iris,https://github.com/kataras/iris,B
Sentry,getsentry,github_sponsors,User,RobertCraigie,Robert Craigie,https://github.com/RobertCraigie,,pyright-python,https://github.com/robertcraigie/pyright-python,B
Sentry,getsentry,github_sponsors,Organization,swc-project,swc,https://github.com/swc-project,,swc,https://github.com/swc-project/swc,A
Sentry,getsentry,github_sponsors,User,kdy1,Donny/강동윤,https://github.com/kdy1,,rust-pmutil,https://github.com/kdy1/rust-pmutil,B
SignPath,SignPath,github_sponsors,Organization,wixtoolset,WiX Toolset,https://github.com/wixtoolset,,wix,https://github.com/wixtoolset/wix,B
Tailscale,tailscale,github_sponsors,User,dominikh,Dominik Honnef,https://github.com/dominikh,,go-tools,https://github.com/dominikh/go-tools,B
Tailscale,tailscale,github_sponsors,User,marijnh,Marijn Haverbeke,https://github.com/marijnh,,acorn,https://github.com/marijnh/acorn,B
Tailscale,tailscale,github_sponsors,User,kevinburke,Kevin Burke,https://github.com/kevinburke,,nacl,https://github.com/kevinburke/nacl,B
Tailscale,tailscale,github_sponsors,User,mholt,Matt Holt,https://github.com/mholt,,caddy,https://github.com/mholt/caddy,B
Tailscale,tailscale,github_sponsors,User,mdlayher,Matt Layher,https://github.com/mdlayher,,netlink,https://github.com/mdlayher/netlink,B
Tailscale,tailscale,github_sponsors,User,mvdan,Daniel Martí,https://github.com/mvdan,,sh,https://github.com/mvdan/sh,B
Tailscale,tailscale,github_sponsors,Organization,eslint,ESLint,https://github.com/eslint,,eslint,https://github.com/eslint/eslint,A
Tailscale,tailscale,github_sponsors,User,davidsbond,David Bond,https://github.com/davidsbond,,,,
Tailscale,tailscale,github_sponsors,User,artis3n,Ari Kalfus,https://github.com/artis3n,,ansible_galaxy_collection,https://github.com/artis3n/ansible_galaxy_collection,B
Tailscale,tailscale,github_sponsors,User,nhooyr,,https://github.com/nhooyr,,websocket,https://github.com/nhooyr/websocket,B
Tailscale,tailscale,github_sponsors,Organization,preactjs,Preact,https://github.com/preactjs,,preact,https://github.com/preactjs/preact,A
Tailscale,tailscale,github_sponsors,Organization,axios,axios,https://github.com/axios,,axios,https://github.com/axios/axios,A
Tailscale,tailscale,github_sponsors,Organization,pmndrs,Poimandres,https://github.com/pmndrs,,zustand,https://github.com/pmndrs/zustand,A
Tailscale,tailscale,github_sponsors,Organization,wixtoolset,WiX Toolset,https://github.com/wixtoolset,,wix,https://github.com/wixtoolset/wix,B
Tailscale,tailscale,github_sponsors,User,j-modernc-org,,https://github.com/j-modernc-org,,,,
TestingBot,testingbot,github_sponsors,Organization,testcontainers,Testcontainers,https://github.com/testcontainers,,testcontainers-java,https://github.com/testcontainers/testcontainers-java,B
Tolgee,tolgee,github_sponsors,Organization,coollabsio,coolLabs,https://github.com/coollabsio,,,,
Transloadit,transloadit,github_sponsors,User,colinhacks,Colin McDonnell,https://github.com/colinhacks,,zod,https://github.com/colinhacks/zod,A
Transloadit,transloadit,github_sponsors,Organization,vitejs,Vite,https://github.com/vitejs,,vite,https://github.com/vitejs/vite,A
Tuist,tuist,github_sponsors,User,kishikawakatsumi,Kishikawa Katsumi,https://github.com/kishikawakatsumi,,KeychainAccess,https://github.com/kishikawakatsumi/keychainaccess,B
Tuist,tuist,github_sponsors,User,cameroncooke,Cameron Cooke,https://github.com/cameroncooke,,XcodeBuildMCP,https://github.com/cameroncooke/xcodebuildmcp,B
Tuist,tuist,github_sponsors,User,1024jp,1024jp,https://github.com/1024jp,,GzipSwift,https://github.com/1024jp/gzipswift,B
Tuist,tuist,github_sponsors,User,cpisciotta,Charles Pisciotta,https://github.com/cpisciotta,,xcbeautify,https://github.com/cpisciotta/xcbeautify,B
Upstash,upstash,github_sponsors,User,franky47,François Best,https://github.com/franky47,,,,
Vercel,vercel,github_sponsors,User,dai-shi,Daishi Kato,https://github.com/dai-shi,,waku,https://github.com/dai-shi/waku,B
Vercel,vercel,github_sponsors,User,yyx990803,Evan You,https://github.com/yyx990803,,launch-editor,https://github.com/yyx990803/launch-editor,A
Vercel,vercel,github_sponsors,User,rafaelalmeidatk,Rafael Almeida,https://github.com/rafaelalmeidatk,,,,
Vercel,vercel,github_sponsors,User,pilcrowonpaper,pilcrow,https://github.com/pilcrowonpaper,,lucia,https://github.com/pilcrowonpaper/lucia,B
Weblate,WeblateOrg,github_sponsors,User,scoder,scoder,https://github.com/scoder,,lupa,https://github.com/scoder/lupa,B
Weblate,WeblateOrg,github_sponsors,User,Xe,Xe Iaso,https://github.com/Xe,,,,
Weblate,WeblateOrg,open_collective,Collective,selenium,Selenium,https://opencollective.com/selenium,170,selenium,https://github.com/seleniumhq/selenium,A
Weblate,WeblateOrg,open_collective,Collective,pytest,pytest,https://opencollective.com/pytest,215,pytest,https://github.com/pytest-dev/pytest,A
Weblate,WeblateOrg,open_collective,Collective,django-crispy-forms,Django Crispy Forms,https://opencollective.com/django-crispy-forms,220,django-crispy-forms,https://github.com/django-crispy-forms/django-crispy-forms,B
Weblate,WeblateOrg,open_collective,Collective,pyparsing,Pyparsing,https://opencollective.com/pyparsing,240,pyparsing,https://github.com/pyparsing/pyparsing,A
Weblate,WeblateOrg,open_collective,Collective,python-social-auth,Python Social Auth,https://opencollective.com/python-social-auth,250,social-app-django,https://github.com/python-social-auth/social-app-django,B
Weblate,WeblateOrg,open_collective,Collective,typeddjangoorg,TypedDjango,https://opencollective.com/typeddjangoorg,280,django-stubs,https://github.com/typeddjango/django-stubs,B
Weblate,WeblateOrg,open_collective,Collective,celery,Celery,https://opencollective.com/celery,390,celery,https://github.com/celery/celery,A
Weblate,WeblateOrg,open_collective,Collective,pre-commit,pre-commit,https://opencollective.com/pre-commit,440,pre-commit,https://github.com/pre-commit/pre-commit,A
Weblate,WeblateOrg,open_collective,Collective,wemake-python-styleguide,wemake-python-styleguide,https://opencollective.com/wemake-python-styleguide,25,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,B
